2025-11-21 14:23:25,16,dansaekhwa,dansaekhwa,18.07,19.79,success
2025-11-21 14:26:05,16,dansaekhwa,dansaekhwa,8.32,9.62,success
2025-11-21 14:26:40,16,monet,monet,32.38,34.17,success
2025-11-21 14:28:19,16,monet,monet,16.06,17.65,success
2025-11-21 14:29:48,16,monet,monet,16.06,17.86,success
2025-11-21 14:30:56,359,nature,autumn,18.08,19.7,success
