timestamp,island_id,category_input,category_final,selection_type,generation_time,total_time,status
2025-11-10T14:26:54.731802,234,nature,camellia,RANDOM,16.12,17.98,success
2025-11-10T14:27:39.709202,129,taste,fantasy,RANDOM,42.23,43.85,success
2025-11-10T14:28:56.703263,44,taste,entertainment,RANDOM,30.2,31.84,success
2025-11-10T14:29:48.290587,234,nature,cherry,RANDOM,16.13,17.75,success
2025-11-10T14:30:39.290626,16,taste,entertainment,RANDOM,40.23,41.85,success
2025-11-10T14:31:46.058685,169,taste,constellation,RANDOM,18.14,19.74,success
2025-11-10T14:34:29.041711,16,taste,sumuk,RANDOM,72.43,74.03,success
2025-11-10T14:35:57.550831,222,heritage,traditional,RANDOM,10.1,11.69,success
2025-11-10T14:36:22.957400,141,taste,fantasy,RANDOM,40.24,41.89,success
2025-11-10T14:37:16.736036,359,heritage,sinyunbok,RANDOM,40.25,41.88,success
2025-11-10T14:40:18.687877,186,taste,wave,RANDOM,16.25,17.99,success
2025-11-10T14:40:41.860133,169,taste,entertainment,RANDOM,52.32,53.93,success
2025-11-10T14:41:41.724502,315,heritage,sinyunbok,RANDOM,281.49,283.19,success
2025-11-10T14:46:37.166820,315,heritage,sinyunbok,RANDOM,22.17,23.76,success
2025-11-10T14:47:49.919987,222,heritage,traditional,RANDOM,14.12,15.77,success
2025-11-10T14:48:13.513547,112,heritage,jasu,RANDOM,38.24,39.66,success
2025-11-10T14:49:52.181336,169,heritage,jasu,RANDOM,90.51,91.94,success
2025-11-10T14:51:40.858267,200,heritage,traditional,RANDOM,16.12,17.87,success
2025-11-10T14:52:04.567650,169,heritage,jasu,RANDOM,253.36,254.86,success
2025-11-10T14:56:53.692910,169,heritage,sinyunbok,RANDOM,34.22,35.85,success
2025-11-10T14:58:15.671774,75,heritage,baekja,RANDOM,12.09,13.17,success
2025-11-10T14:59:08.693462,16,heritage,sinyunbok,RANDOM,126.7,128.34,success
2025-11-10T15:01:40.474643,16,heritage,sinyunbok,RANDOM,22.17,23.72,success
2025-11-10T15:05:12.518621,91,heritage,jasu,RANDOM,96.49,98.0,success
2025-11-10T15:09:03.526008,112,heritage,baekja,RANDOM,12.07,13.09,success
2025-11-10T15:10:30.480344,16,heritage,traditional,RANDOM,10.12,11.75,success
2025-11-10T15:11:31.243428,112,heritage,traditional,RANDOM,10.09,11.7,success
2025-11-10T15:11:48.040488,169,heritage,jasu,RANDOM,289.64,290.57,success
2025-11-10T15:27:50.165449,91,heritage,jasu,RANDOM,110.78,112.32,success
2025-11-10T15:53:14.817093,63,heritage,jasu,RANDOM,16.19,17.57,success
2025-11-10T15:53:39.190735,135,heritage,baekja,RANDOM,12.12,13.19,success
2025-11-10T15:53:58.149849,359,heritage,traditional,RANDOM,10.09,11.42,success
2025-11-10T15:54:15.675591,112,heritage,traditional,RANDOM,10.1,11.73,success
2025-11-10T15:54:32.559311,91,heritage,jasu,RANDOM,34.22,35.99,success
2025-11-10T15:55:14.778255,101,taste,landscape,RANDOM,14.15,15.81,success
2025-11-10T15:55:37.656334,112,heritage,baekja,RANDOM,8.1,9.07,success
2025-11-10T15:55:52.349547,16,heritage,traditional,RANDOM,10.13,11.87,success
2025-11-10T15:56:09.116236,16,heritage,traditional,RANDOM,10.11,11.77,success
2025-11-10T15:56:25.711873,40,heritage,baekja,RANDOM,6.08,6.98,success
2025-11-10T15:56:38.500240,91,heritage,traditional,RANDOM,10.18,11.86,success
2025-11-10T15:56:56.512311,135,heritage,jasu,RANDOM,30.26,31.64,success
2025-11-10T15:57:35.489888,75,heritage,sinyunbok,RANDOM,342.4,344.15,success
2025-11-10T16:54:26.193570,91,heritage,sinyunbok,RANDOM,163.0,164.76,success
2025-11-10T16:58:51.471950,91,heritage,traditional,RANDOM,14.1,15.79,success
2025-11-10T17:19:53.238293,361,heritage,baekja,RANDOM,6.12,7.14,success
2025-11-10T17:27:56.540335,75,heritage,traditional,RANDOM,12.09,13.81,success
2025-11-10T17:56:14.501147,44,taste,constellation,RANDOM,14.08,15.61,success
2025-11-11T09:13:02.185536,292,art,dansaekhwa,RANDOM,16.15,17.82,success
2025-11-11T09:18:01.861297,44,taste,landscape,RANDOM,10.07,12.18,success
2025-11-11T09:37:09.445268,75,art,klimt,RANDOM,24.17,25.29,success
2025-11-11T09:38:29.173087,112,heritage,traditional,RANDOM,10.08,11.8,success
2025-11-11T09:39:12.362134,135,art,dansaekhwa,RANDOM,16.14,17.68,success
2025-11-11T10:29:34.348325,325,taste,fantasy,RANDOM,985.81,987.9,success
2025-11-11T14:46:58.741434,75,nature,hydragea,RANDOM,20.4,21.5,success
2025-11-11T14:47:43.470585,324,nature,autumn,RANDOM,22.22,23.87,success
2025-11-11T14:49:27.202056,324,art,klimt,RANDOM,22.4,23.44,success
2025-11-11T14:49:59.946836,324,art,vangogh,RANDOM,38.27,39.85,success
2025-11-11T14:50:49.950348,324,nature,cherry,RANDOM,22.41,23.99,success
2025-11-11T14:54:25.607522,356,nature,camellia,RANDOM,30.21,31.85,success
2025-11-11T14:55:21.078909,44,taste,fantasy,RANDOM,209.2,210.84,success
2025-11-11T15:14:12.994253,325,heritage,baekja,RANDOM,12.08,13.04,success
2025-11-11T15:32:13.138976,361,heritage,baekja,RANDOM,10.08,11.19,success
2025-11-11T15:32:33.182591,355,heritage,traditional,RANDOM,10.09,12.0,success
2025-11-11T15:32:50.477730,91,heritage,baekja,RANDOM,6.06,7.09,success
2025-11-11T15:33:03.473903,175,taste,wave,RANDOM,10.09,11.77,success
2025-11-11T15:33:23.844724,65,taste,constellation,RANDOM,12.08,13.74,success
2025-11-11T16:11:08.737125,325,heritage,baekja,RANDOM,12.11,13.11,success
2025-11-11T16:12:20.193164,16,nature,autumn,RANDOM,14.11,15.82,success
2025-11-11T16:15:54.192253,315,nature,camellia,RANDOM,20.13,21.78,success
2025-11-11T16:16:29.726599,222,nature,canola,RANDOM,12.13,13.79,success
2025-11-11T16:16:49.894860,315,nature,hydragea,RANDOM,14.12,15.1,success
2025-11-11T16:17:28.913805,6,nature,winter,RANDOM,14.11,15.77,success
2025-11-11T16:18:58.714488,1,nature,winter,RANDOM,10.11,11.86,success
2025-11-11T16:20:42.278018,222,nature,camellia,RANDOM,16.16,17.75,success
2025-11-11T16:21:25.669035,201,nature,camellia,RANDOM,14.12,15.77,success
2025-11-11T16:22:18.590087,4,nature,canola,RANDOM,12.08,13.67,success
2025-11-11T16:23:54.338405,193,nature,camellia,RANDOM,14.11,15.9,success
2025-11-11T16:25:17.308312,169,nature,hydragea,RANDOM,34.23,35.22,success
2025-11-11T16:28:53.453847,60,nature,winter,RANDOM,24.23,25.9,success
2025-11-11T16:30:25.807643,16,nature,winter,RANDOM,20.36,22.13,success
2025-11-11T16:31:55.094981,325,nature,hydragea,RANDOM,24.18,25.09,success
2025-11-11T16:43:51.276333,324,nature,hydragea,RANDOM,40.28,41.41,success
2025-11-11T16:55:05.183976,13,wave,wave,SPECIFIED,28.39,30.17,success
2025-11-11T17:09:08.821975,2,wave,wave,SPECIFIED,34.23,36.25,success
2025-11-11T17:12:18.268407,2,wave,wave,SPECIFIED,54.36,55.94,success
2025-11-11T17:23:34.598619,2,baekja,baekja,SPECIFIED,12.1,13.14,success
2025-11-11T17:24:39.923859,2,baekja,baekja,SPECIFIED,10.08,11.17,success
2025-11-11T17:25:21.330604,2,baekja,baekja,SPECIFIED,12.09,13.09,success
2025-11-11T17:30:05.825841,2,baekja,baekja,SPECIFIED,12.09,13.14,success
2025-11-11T17:31:38.300639,2,baekja,baekja,SPECIFIED,12.1,13.28,success
2025-11-11T17:40:50.881347,2,baekja,baekja,SPECIFIED,12.09,13.17,success
2025-11-11T17:42:39.400098,2,baekja,baekja,SPECIFIED,12.09,13.2,success
2025-11-11T17:43:02.032437,2,baekja,baekja,SPECIFIED,12.11,13.24,success
2025-11-11T17:43:40.057972,2,baekja,baekja,SPECIFIED,12.12,13.16,success
2025-11-11T17:46:01.707701,2,baekja,baekja,SPECIFIED,12.1,13.17,success
2025-11-11T17:48:08.776127,2,baekja,baekja,SPECIFIED,12.1,13.16,success
2025-11-11T17:50:56.770609,2,baekja,baekja,SPECIFIED,12.11,13.19,success
2025-11-11T17:52:04.453061,2,baekja,baekja,SPECIFIED,10.27,11.34,success
2025-11-11T17:53:34.161563,2,baekja,baekja,SPECIFIED,12.09,13.11,success
2025-11-12T09:25:01.830774,2,traditional,traditional,SPECIFIED,18.14,20.23,success
2025-11-12T09:25:47.754367,2,traditional,traditional,SPECIFIED,18.14,19.81,success
2025-11-12T09:27:55.394917,2,traditional,traditional,SPECIFIED,18.17,19.82,success
2025-11-12T09:31:23.665673,2,traditional,traditional,SPECIFIED,18.15,19.9,success
2025-11-12T09:33:21.870390,2,traditional,traditional,SPECIFIED,18.14,19.76,success
2025-11-12T09:34:23.625876,25,winter,winter,SPECIFIED,32.21,33.86,success
2025-11-12T09:35:45.827746,25,winter,winter,SPECIFIED,22.15,23.8,success
2025-11-12T09:37:48.380492,25,winter,winter,SPECIFIED,20.14,21.76,success
2025-11-12T09:39:02.065843,25,winter,winter,SPECIFIED,18.31,19.9,success
2025-11-12T09:40:12.054905,25,winter,winter,SPECIFIED,22.21,23.89,success
2025-11-13T12:15:47.825119,365,,,UNKNOWN,18.15,20.29,success
2025-11-13T12:30:50.551691,365,,,UNKNOWN,0.0,0.01,error
2025-11-13T12:55:22.764469,3,,,UNKNOWN,18.16,20.3,success
2025-11-13T14:29:20.216698,60,,,UNKNOWN,78.46,80.3,success
2025-11-13T14:30:53.193925,330,,,UNKNOWN,14.13,15.79,success
2025-11-13T15:04:51.446852,169,,,UNKNOWN,30.18,31.3,success
2025-11-13T15:05:54.627347,300,,,UNKNOWN,18.13,19.78,success
2025-11-13T15:06:23.277767,75,,,UNKNOWN,26.16,27.83,success
2025-11-13T15:06:58.936958,32,,,UNKNOWN,24.17,25.66,success
2025-11-13T15:07:35.588666,355,,,UNKNOWN,18.13,19.71,success
2025-11-13T15:20:52.893593,44,,,UNKNOWN,42.29,43.9,success
2025-11-13T15:24:10.595604,300,,,UNKNOWN,82.39,83.97,success
2025-11-13T15:34:33.745774,63,,,UNKNOWN,26.18,27.89,success
2025-11-13T15:38:26.239548,129,,,UNKNOWN,22.34,23.91,success
2025-11-13T15:41:51.642214,38,,,UNKNOWN,16.15,17.82,success
2025-11-13T15:42:33.382498,328,,,UNKNOWN,24.17,25.82,success
2025-11-13T15:44:35.988708,361,,,UNKNOWN,18.14,19.67,success
2025-11-13T15:45:05.984191,75,,,UNKNOWN,20.14,21.74,success
2025-11-13T15:45:36.852679,91,,,UNKNOWN,24.18,25.78,success
2025-11-13T15:47:18.523883,218,,,UNKNOWN,22.62,24.17,success
2025-11-13T15:47:48.498587,91,,,UNKNOWN,16.13,17.74,success
2025-11-13T15:49:33.676168,40,,,UNKNOWN,22.16,23.16,success
2025-11-13T15:50:06.137232,244,,,UNKNOWN,26.2,27.79,success
2025-11-13T15:57:51.137149,91,,,UNKNOWN,80.41,82.11,success
2025-11-13T15:59:18.685195,300,,,UNKNOWN,20.17,21.79,success
2025-11-13T15:59:46.323747,355,,,UNKNOWN,22.17,23.2,success
2025-11-13T16:00:29.731401,361,,,UNKNOWN,90.52,92.13,success
2025-11-13T16:02:34.767942,193,,,UNKNOWN,82.39,84.03,success
2025-11-13T16:10:08.893439,68,,,UNKNOWN,80.42,82.13,success
2025-11-13T16:11:39.237837,91,,,UNKNOWN,30.17,31.81,success
2025-11-13T16:12:42.421522,112,,,UNKNOWN,84.51,86.13,success
2025-11-13T16:14:17.547807,320,,,UNKNOWN,24.17,25.79,success
2025-11-13T16:14:51.637322,324,,,UNKNOWN,22.27,23.9,success
2025-11-13T16:15:22.640923,222,,,UNKNOWN,34.21,36.02,success
2025-11-13T16:28:25.900995,63,,,UNKNOWN,24.14,26.12,success
2025-11-13T16:29:03.418365,44,,,UNKNOWN,20.13,21.67,success
2025-11-13T16:29:56.837638,91,,,UNKNOWN,18.14,19.48,success
2025-11-13T16:52:57.282958,114,,,UNKNOWN,60.47,62.16,success
2025-11-13T16:54:28.100450,324,,,UNKNOWN,52.37,53.98,success
2025-11-13T16:56:12.653173,324,,,UNKNOWN,16.12,17.57,success
2025-11-13T16:58:07.464417,324,,,UNKNOWN,90.48,92.06,success
2025-11-13T17:07:14.496681,324,,,UNKNOWN,70.6,72.62,success
2025-11-13T17:09:52.361224,324,,,UNKNOWN,26.2,27.89,success
2025-11-13T17:19:41.251040,324,,,UNKNOWN,28.25,29.99,success
2025-11-13T17:41:10.885236,3,,,UNKNOWN,62.41,64.28,success
2025-11-13T17:43:29.114254,3,,,UNKNOWN,18.23,19.96,success
2025-11-13T17:43:54.589948,3,,,UNKNOWN,12.09,13.7,success
2025-11-13T17:44:29.401023,3,,,UNKNOWN,56.51,58.24,success
2025-11-13T17:45:33.325249,3,,,UNKNOWN,26.32,28.09,success
2025-11-13T17:46:08.691775,3,,,UNKNOWN,20.14,21.85,success
2025-11-13T17:49:52.963750,3,,,UNKNOWN,24.24,25.59,success
2025-11-13T17:56:23.708244,355,,,UNKNOWN,34.22,35.95,success
2025-11-13T17:57:07.267148,355,,,UNKNOWN,24.16,25.82,success
2025-11-13T17:58:23.447455,330,,,UNKNOWN,22.13,23.68,success
2025-11-13T18:00:58.442587,44,,,UNKNOWN,78.69,80.3,success
2025-11-14T09:06:44.860973,112,,,UNKNOWN,29.2,30.95,success
2025-11-14T09:07:28.967199,355,,,UNKNOWN,28.17,29.79,success
2025-11-14T09:08:05.847934,222,,,UNKNOWN,36.26,37.35,success
2025-11-14T09:08:48.339876,355,,,UNKNOWN,24.4,26.1,success
2025-11-14T09:09:24.061839,10,,,UNKNOWN,30.2,31.86,success
2025-11-14T09:12:03.713732,315,,,UNKNOWN,18.12,19.06,success
2025-11-14T09:13:00.350390,60,,,UNKNOWN,16.13,17.83,success
2025-11-14T09:16:24.516435,75,,,UNKNOWN,22.15,23.96,success
2025-11-14T09:20:21.727725,315,,,UNKNOWN,32.2,33.69,success
2025-11-14T09:26:26.022688,253,,,UNKNOWN,28.19,29.89,success
2025-11-14T09:27:48.164958,193,,,UNKNOWN,30.21,31.89,success
2025-11-14T09:29:00.322637,315,,,UNKNOWN,30.18,31.2,success
2025-11-14T09:29:59.413526,330,,,UNKNOWN,22.15,23.82,success
2025-11-14T09:31:12.001780,44,,,UNKNOWN,26.16,27.82,success
2025-11-14T09:32:41.085105,75,,,UNKNOWN,22.37,24.07,success
2025-11-14T09:33:29.034600,125,,,UNKNOWN,30.21,31.25,success
2025-11-14T09:36:20.441603,153,,,UNKNOWN,28.21,29.82,success
2025-11-14T09:37:59.757138,16,,,UNKNOWN,24.17,25.8,success
2025-11-14T09:41:04.487473,282,,,UNKNOWN,22.16,23.79,success
2025-11-14T09:42:13.918786,193,,,UNKNOWN,38.25,39.34,success
2025-11-14T09:43:55.969968,227,,,UNKNOWN,22.13,23.78,success
2025-11-14T09:44:52.802723,44,,,UNKNOWN,30.15,31.84,success
2025-11-14T09:46:06.861652,91,,,UNKNOWN,30.22,31.95,success
2025-11-14T10:41:30.844432,38,,,UNKNOWN,18.15,19.23,success
2025-11-14T11:02:22.964411,91,,,UNKNOWN,18.13,19.23,success
2025-11-14T11:02:47.713122,44,,,UNKNOWN,0.0,60.39,error
2025-11-14T11:03:59.744960,44,,,UNKNOWN,0.0,60.34,error
2025-11-14T11:34:42.789752,91,,,UNKNOWN,20.15,21.26,success
2025-11-14T11:36:48.442873,163,,,UNKNOWN,22.18,23.87,success
2025-11-14T12:41:24.380930,311,,,UNKNOWN,24.19,25.87,success
2025-11-14T12:41:56.468074,63,,,UNKNOWN,16.14,17.79,success
2025-11-14T12:42:37.255742,330,,,UNKNOWN,16.12,17.92,success
2025-11-14T12:43:10.044588,356,,,UNKNOWN,20.16,21.81,success
2025-11-14T12:49:37.802002,91,,,UNKNOWN,18.13,19.13,success
2025-11-14T14:10:15.741577,355,,,UNKNOWN,30.2,31.93,success
2025-11-14T14:10:58.408379,244,,,UNKNOWN,20.15,21.77,success
2025-11-14T14:12:54.217902,300,,,UNKNOWN,38.51,40.26,success
2025-11-14T14:14:19.715200,16,,,UNKNOWN,20.15,21.86,success
2025-11-14T14:14:48.708966,318,,,UNKNOWN,12.12,13.18,success
2025-11-14T14:15:08.059864,16,,,UNKNOWN,12.11,13.05,success
2025-11-14T14:16:33.801154,318,,,UNKNOWN,28.21,29.71,success
2025-11-14T14:22:18.757378,9,,,UNKNOWN,24.18,25.84,success
2025-11-14T14:27:12.325706,253,,,UNKNOWN,24.16,25.9,success
2025-11-14T14:27:46.765362,129,,,UNKNOWN,24.16,25.71,success
2025-11-14T14:31:35.729096,222,,,UNKNOWN,24.18,25.87,success
2025-11-14T14:35:05.641676,44,,,UNKNOWN,28.18,29.32,success
2025-11-14T14:37:53.844732,300,,,UNKNOWN,20.25,21.98,success
2025-11-14T14:47:07.138335,355,,,UNKNOWN,20.15,21.78,success
2025-11-14T15:09:32.144043,270,,,UNKNOWN,24.25,25.85,success
2025-11-14T15:10:10.923860,320,,,UNKNOWN,20.14,21.73,success
2025-11-14T15:11:28.849389,4,,,UNKNOWN,24.16,25.76,success
2025-11-14T17:45:37.023339,44,,,UNKNOWN,26.26,28.02,success
2025-11-14T17:51:47.019361,129,,,UNKNOWN,52.34,54.09,success
2025-11-14T17:55:36.908078,129,,,UNKNOWN,20.15,21.85,success
2025-11-14T18:02:32.140124,324,,,UNKNOWN,48.3,50.06,success
2025-11-14T18:04:44.520503,16,,,UNKNOWN,16.13,17.78,success
2025-11-17T09:23:44.588891,112,,,UNKNOWN,14.11,15.88,success
2025-11-17T09:25:49.540457,16,,,UNKNOWN,14.13,15.23,success
2025-11-17T09:31:00.894753,230,,,UNKNOWN,32.21,33.93,success
2025-11-17T09:58:01.711105,94,,,UNKNOWN,14.09,15.21,success
2025-11-17T11:32:11.895161,222,,,UNKNOWN,24.19,25.91,success
2025-11-17T12:39:46.590685,101,,,UNKNOWN,28.27,29.45,success
2025-11-17T14:16:59.920533,3,,,UNKNOWN,30.24,32.31,success
2025-11-17T14:19:59.350183,222,,,UNKNOWN,22.17,23.84,success
2025-11-17T14:22:42.083748,222,,,UNKNOWN,6.06,6.98,success
2025-11-17T14:23:32.843630,222,,,UNKNOWN,32.22,33.27,success
2025-11-17T14:25:05.309703,144,,,UNKNOWN,32.26,34.0,success
2025-11-17T14:25:20.405355,222,,,UNKNOWN,40.29,41.84,success
2025-11-17T14:47:25.565452,101,,,UNKNOWN,12.09,13.88,success
2025-11-17T14:50:37.345814,361,,,UNKNOWN,22.17,23.79,success
2025-11-17T15:36:30.242235,222,,,UNKNOWN,28.62,29.7,success
2025-11-17T15:41:06.139955,324,,,UNKNOWN,12.1,13.9,success
2025-11-17T15:42:17.237705,222,,,UNKNOWN,16.14,17.81,success
2025-11-17T15:44:12.108631,324,,,UNKNOWN,10.1,11.63,success
2025-11-17T16:01:17.688874,324,wave,wave,UNKNOWN,20.19,22.29,success
2025-11-17T17:44:41.316751,222,nature,cherry,UNKNOWN,14.06,16.0,success
2025-11-17T17:52:54.756232,94,heritage,baekja,UNKNOWN,10.04,11.14,success
2025-11-17T17:53:19.822591,347,heritage,jasu,UNKNOWN,30.08,31.75,success
2025-11-18T14:06:54.070163,324,art,monet,UNKNOWN,42.14,44.39,success
2025-11-18T14:17:37.348358,324,art,monet,UNKNOWN,20.05,21.78,success
2025-11-18T14:21:37.199931,324,monet,monet,UNKNOWN,32.09,33.83,success
2025-11-18T14:26:49.360540,324,monet,monet,UNKNOWN,20.05,21.74,success
2025-11-18T15:29:28.780575,324,monet,monet,UNKNOWN,110.38,112.55,success
2025-11-18T16:12:42.361344,222,nature,autumn,UNKNOWN,26.08,27.86,success
2025-11-18T16:16:38.866366,315,nature,canola,UNKNOWN,34.08,35.66,success
2025-11-18T16:22:24.684863,44,nature,hydragea,UNKNOWN,38.07,39.2,success
2025-11-18T16:25:37.992790,222,nature,cherry,UNKNOWN,28.08,29.68,success
2025-11-18T16:30:10.992587,330,nature,camellia,UNKNOWN,46.11,47.77,success
2025-11-18T16:41:08.309736,325,nature,camellia,UNKNOWN,36.1,37.75,success
2025-11-18T16:45:47.652332,330,nature,winter,UNKNOWN,42.1,43.69,success
2025-11-18T17:16:44.056461,148,heritage,baekja,UNKNOWN,22.06,23.18,success
2025-11-18T17:19:29.353757,1,kimhongdo,kimhongdo,UNKNOWN,0.02,1.78,success
2025-11-18T17:24:28.462497,2,jasu,jasu,UNKNOWN,110.2,111.99,success
2025-11-18T17:27:33.746554,2,baekja,baekja,UNKNOWN,18.06,19.09,success
2025-11-18T17:28:03.043887,2,traditional,traditional,UNKNOWN,26.2,27.85,success
2025-11-18T17:28:36.639605,2,jage,jage,UNKNOWN,38.09,39.63,success
2025-11-18T17:35:25.394087,2,wave,wave,UNKNOWN,40.1,41.85,success
2025-11-18T17:36:14.600988,2,landscape,landscape,UNKNOWN,34.09,35.79,success
2025-11-18T17:46:12.377065,2,pollock,pollock,UNKNOWN,32.09,33.84,success
2025-11-18T17:46:49.254257,2,origami,origami,UNKNOWN,34.09,35.68,success
2025-11-18T17:48:17.809897,2,kimhongdo,kimhongdo,UNKNOWN,0.02,1.76,success
2025-11-18T17:48:26.974100,2,baekja,baekja,UNKNOWN,14.19,15.28,success
2025-11-18T17:48:48.662510,2,traditional,traditional,UNKNOWN,30.09,31.81,success
2025-11-18T17:49:55.191951,2,jage,jage,UNKNOWN,38.16,39.73,success
2025-11-18T17:50:37.091781,2,klimt,klimt,UNKNOWN,26.08,27.18,success
2025-11-18T17:53:41.029347,2,sinyunbok,sinyunbok,UNKNOWN,42.13,44.2,success
2025-11-18T17:54:28.149892,2,jasu,jasu,UNKNOWN,28.1,29.86,success
2025-11-18T17:55:03.865183,2,fantasy,fantasy,UNKNOWN,30.08,31.68,success
2025-11-18T17:56:41.664601,2,landscape,landscape,UNKNOWN,14.35,15.99,success
2025-11-18T17:58:32.978576,2,sinyunbok,sinyunbok,UNKNOWN,38.1,39.75,success
